,Country_Name,Region,Indicator_Name,Year,High income: OECD,High income: nonOECD,Low income,Lower middle income,Upper middle income
943,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2000,,,,8.334489822,
944,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
945,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2002,,,,10.00228977,
946,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2003,,,,9.162349701,
947,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
948,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2005,,,,7.927209854,
949,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2006,,,,7.949440002,
950,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2007,,,,7.891630173,
951,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2008,,,,8.588319778,
952,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
953,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2010,,,,9.559510231,
954,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
955,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2012,,,,10.07723045,
956,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2013,,,,10.79376984,
957,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2014,,,,11.46751976,
958,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2015,,,,11.7964201,
959,El Salvador,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
960,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
961,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
962,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
963,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
964,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
965,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
966,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
967,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
968,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
969,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
970,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
971,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
972,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
973,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
974,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
975,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
976,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,
977,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
978,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
979,Equatorial Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
980,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
981,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
982,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
983,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
984,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,13.14013004,,
985,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,10.51490021,,
986,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
987,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,7.873770237,,
988,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
989,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
990,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
991,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
992,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
993,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
994,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,
995,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
996,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,
997,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
998,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
999,Eritrea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1000,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,18.12812042,,,,
1001,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,17.20985031,,,,
1002,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,20.87302971,,,,
1003,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1004,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,18.2333107,,,,
1005,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,19.45395088,,,,
1006,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,19.05643082,,,,
1007,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,18.71725082,,,,
1008,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,19.14064026,,,,
1009,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
1010,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,19.04615021,,,,
1011,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,25.05669975,,,,
1012,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,25.82164955,,,,
1013,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,23.9558506,,,,
1014,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,22.28203964,,,,
1015,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,22.0324707,,,,
1016,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,23.27590942,,,,
1017,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,19.71179962,,,,
1018,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1019,Estonia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1020,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,18.86875916,,
1021,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1022,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1023,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1024,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
1025,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
1026,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1027,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
1028,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
1029,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
1030,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
1031,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
1032,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,9.054149628,,
1033,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,7.914189816,,
1034,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,8.880700111,,
1035,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,5.777709961,,
1036,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,
1037,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
1038,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1039,Ethiopia,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1040,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1041,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1042,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1043,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1044,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
1045,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
1046,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1047,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,17.38117981
1048,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
1049,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
1050,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
1051,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2008,,,,,
1052,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
1053,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
1054,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2011,,,,,15.85533047
1055,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2012,,,,,
1056,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,12.56511021
1057,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
1058,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1059,Fiji,East Asia & Pacific,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1060,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1061,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1062,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,16.81586075,,,,
1063,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,16.32019997,,,,
1064,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,16.73011017,,,,
1065,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,17.20850945,,,,
1066,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,17.70462036,,,,
1067,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,17.78092957,,,,
1068,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,17.21846962,,,,
1069,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,17.3281002,,,,
1070,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,16.79146004,,,,
1071,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,17.70355034,,,,
1072,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,19.51865005,,,,
1073,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,20.12141037,,,,
1074,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,20.22267914,,,,
1075,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,0,,,,
1076,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,20.80183029,,,,
1077,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,21.23516083,,,,
1078,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1079,Finland,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1080,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1081,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1082,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,17.40081978,,,,
1083,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,17.4477005,,,,
1084,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,17.43757057,,,,
1085,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,17.69547081,,,,
1086,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,17.67027092,,,,
1087,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,17.88154984,,,,
1088,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,17.48527908,,,,
1089,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,17.16972923,,,,
1090,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,17.79443932,,,,
1091,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,17.49761963,,,,
1092,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,17.96664047,,,,
1093,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,18.12587929,,,,
1094,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,17.9030304,,,,
1095,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,18.47854042,,,,
1096,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,18.01652908,,,,
1097,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
1098,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1099,France,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1100,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1101,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1102,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1103,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1104,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,4.666989803,,
1105,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,5.842140198,,
1106,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,5.104020119,,
1107,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,4.310649872,,
1108,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,4.910510063,,
1109,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,5.501410007,,
1110,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,5.760119915,,
1111,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,15.48824024,,
1112,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,13.57153988,,
1113,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,20.05862999,,
1114,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,11.0350399,,
1115,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,9.447290421,,
1116,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,,10.10181999,,
1117,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
1118,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1119,"Gambia, The",Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1120,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1121,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1122,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1123,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1124,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
1125,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
1126,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1127,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
1128,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
1129,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
1130,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
1131,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,,,,13.60793018,
1132,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
1133,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
1134,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,,,,11.43245029,
1135,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,,,,9.069040298,
1136,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,,,,,
1137,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,,,,,
1138,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1139,Georgia,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1140,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1141,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1998,16.49010086,,,,
1142,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1143,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1144,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
1145,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
1146,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1147,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
1148,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
1149,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2006,15.60472012,,,,
1150,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2007,15.13138008,,,,
1151,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2008,15.10081005,,,,
1152,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2009,17.18869972,,,,
1153,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2010,17.66181946,,,,
1154,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2011,17.37801933,,,,
1155,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2012,17.3074398,,,,
1156,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2013,17.92713928,,,,
1157,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2014,17.89846992,,,,
1158,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1159,Germany,Europe & Central Asia,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1160,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1161,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1162,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1163,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1164,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,,17.53956985,
1165,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
1166,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1167,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,,19.7384491,
1168,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,,17.75242043,
1169,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,,11.54969025,
1170,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,10.84095001,
1171,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,,11.23711014,
1172,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,,10.56163025,
1173,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2010,,,,,
1174,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2011,,,,23.41995049,
1175,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2012,,,,13.9673996,
1176,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2013,,,,8.49326992,
1177,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2014,,,,7.870510101,
1178,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2015,,,,,
1179,Ghana,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1180,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1181,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1182,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1183,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2000,,,,6.927320004,
1184,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2001,,,,8.723830223,
1185,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2002,,,,7.681350231,
1186,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1187,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2004,,,,5.606050014,
1188,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2005,,,,5.986320019,
1189,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2006,,,,11.23950958,
1190,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2007,,,,10.6139698,
1191,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2008,,,,10.74135017,
1192,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2009,,,,,
1193,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2010,,,,8.486940384,
1194,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2011,,,,9.22949028,
1195,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2012,,,,9.733309746,
1196,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2013,,,,9.406640053,
1197,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2014,,,,9.574540138,
1198,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2015,,,,10.11678982,
1199,Guatemala,Latin America & Caribbean,Government expenditure per primary student as % of GDP per capita (%),2016,,,,,
1200,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1997,,,,,
1201,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1998,,,,,
1202,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),1999,,,,,
1203,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2000,,,,,
1204,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2001,,,,,
1205,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2002,,,,,
1206,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2003,,,,,
1207,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2004,,,,,
1208,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2005,,,,,
1209,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2006,,,,,
1210,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2007,,,,,
1211,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2008,,,6.618189812,,
1212,Guinea,Sub-Saharan Africa,Government expenditure per primary student as % of GDP per capita (%),2009,,,10.34045029,,
