Country_Name,Indicator_Name,Region,Income_Group,2010
Czech Republic,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Denmark,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Denmark,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Denmark,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Denmark,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Denmark,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Denmark,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Denmark,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Denmark,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Djibouti,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Lower middle income,
Djibouti,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Lower middle income,
Dominica,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,
Dominica,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,
Dominican Republic,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,89.6973
Dominican Republic,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,89.37704
Dominican Republic,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,67.37462
Dominican Republic,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,72.69156
Dominican Republic,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,89.79643
Dominican Republic,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,89.02309
Dominican Republic,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,97.88349
Dominican Republic,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,95.7753
Ecuador,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,90.47011
Ecuador,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,93.31687
Ecuador,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,66.6308
Ecuador,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,77.00397
Ecuador,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,92.44536
Ecuador,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,94.4046
Ecuador,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,98.8541
Ecuador,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,98.46887
"Egypt, Arab Rep.","Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Lower middle income,63.51581
"Egypt, Arab Rep.","Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Lower middle income,80.26865
"Egypt, Arab Rep.","Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Lower middle income,25.4037
"Egypt, Arab Rep.","Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Lower middle income,52.31374
"Egypt, Arab Rep.","Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Lower middle income,55.77174
"Egypt, Arab Rep.","Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Lower middle income,77.24246
"Egypt, Arab Rep.","Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Lower middle income,84.30693
"Egypt, Arab Rep.","Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Lower middle income,90.55763
El Salvador,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Lower middle income,82.30802
El Salvador,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Lower middle income,87.0997
El Salvador,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Lower middle income,52.39765
El Salvador,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Lower middle income,62.87855
El Salvador,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Lower middle income,81.50429
El Salvador,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Lower middle income,86.81955
El Salvador,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Lower middle income,96.38574
El Salvador,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Lower middle income,95.66904
Equatorial Guinea,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,High income: nonOECD,
Equatorial Guinea,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,High income: nonOECD,
Eritrea,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,54.80107
Eritrea,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,75.07241
Eritrea,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,10.48182
Eritrea,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,31.17709
Eritrea,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,44.58364
Eritrea,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,71.29315
Eritrea,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,82.57652
Eritrea,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,91.28661
Estonia,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,99.90948
Estonia,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,99.85898
Estonia,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,99.67288
Estonia,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,99.80015
Estonia,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,99.89544
Estonia,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,99.83261
Estonia,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,99.95904
Estonia,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,99.93924
Ethiopia,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,28.92164
Ethiopia,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,49.13466
Ethiopia,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,7.51371
Ethiopia,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,18.47998
Ethiopia,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,19.05971
Ethiopia,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,43.44223
Ethiopia,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,47.04113
Ethiopia,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,62.97093
Faroe Islands,"Adult literacy rate, population 15+ years, female (%)",#N/A,#N/A,
Faroe Islands,"Adult literacy rate, population 15+ years, male (%)",#N/A,#N/A,
Faroe Islands,"Elderly literacy rate, population 65+ years, female (%)",#N/A,#N/A,
Faroe Islands,"Elderly literacy rate, population 65+ years, male (%)",#N/A,#N/A,
Faroe Islands,"Literacy rate, population 25-64 years, female (%)",#N/A,#N/A,
Faroe Islands,"Literacy rate, population 25-64 years, male (%)",#N/A,#N/A,
Faroe Islands,"Youth literacy rate, population 15-24 years, female (%)",#N/A,#N/A,
Faroe Islands,"Youth literacy rate, population 15-24 years, male (%)",#N/A,#N/A,
Fiji,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Upper middle income,
Fiji,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Upper middle income,
Fiji,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Upper middle income,
Fiji,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Upper middle income,
Fiji,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Upper middle income,
Fiji,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Upper middle income,
Fiji,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Upper middle income,
Fiji,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Upper middle income,
Finland,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Finland,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Finland,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Finland,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Finland,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Finland,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Finland,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Finland,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
France,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
France,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
France,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
France,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
France,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
France,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
France,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
France,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
French Polynesia,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: nonOECD,
French Polynesia,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: nonOECD,
Gabon,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Upper middle income,79.87897
Gabon,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Upper middle income,84.8733
Gabon,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Upper middle income,49.57792
Gabon,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Upper middle income,78.20511
Gabon,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Upper middle income,78.73029
Gabon,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Upper middle income,84.31595
Gabon,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Upper middle income,89.42925
Gabon,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Upper middle income,87.38959
"Gambia, The","Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,33.57535
"Gambia, The","Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,51.41804
"Gambia, The","Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,1.59539
"Gambia, The","Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,18.74857
"Gambia, The","Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,23.81158
"Gambia, The","Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,46.83183
"Gambia, The","Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,56.12098
"Gambia, The","Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,65.97576
Georgia,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Lower middle income,99.51458
Georgia,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Lower middle income,99.66821
Georgia,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Lower middle income,98.8211
Georgia,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Lower middle income,99.48872
Georgia,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Lower middle income,99.68413
Georgia,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Lower middle income,99.70337
Georgia,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Lower middle income,99.72914
Georgia,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Lower middle income,99.67772
Germany,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Germany,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Germany,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Germany,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Germany,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Germany,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Germany,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Germany,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
Ghana,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,65.29469
Ghana,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,78.34891
Ghana,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,23.42442
Ghana,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,50.30876
Ghana,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,61.70435
Ghana,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,76.01726
Ghana,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,83.23453
Ghana,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,88.31075
Gibraltar,"Adult literacy rate, population 15+ years, female (%)",0,0,
Gibraltar,"Adult literacy rate, population 15+ years, male (%)",0,0,
Gibraltar,"Elderly literacy rate, population 65+ years, female (%)",0,0,
Gibraltar,"Elderly literacy rate, population 65+ years, male (%)",0,0,
Gibraltar,"Literacy rate, population 25-64 years, female (%)",0,0,
Gibraltar,"Literacy rate, population 25-64 years, male (%)",0,0,
Gibraltar,"Youth literacy rate, population 15-24 years, female (%)",0,0,
Gibraltar,"Youth literacy rate, population 15-24 years, male (%)",0,0,
Greece,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,91.84761
Greece,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,96.06622
Greece,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,70.19452
Greece,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,84.58164
Greece,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,98.50354
Greece,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,98.82693
Greece,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,99.46973
Greece,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,99.51223
Greenland,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,
Greenland,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,
Grenada,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,
Grenada,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,
Guam,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: nonOECD,
Guam,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: nonOECD,
Guatemala,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Lower middle income,72.42804
Guatemala,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Lower middle income,84.84873
Guatemala,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Lower middle income,30.87095
Guatemala,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Lower middle income,53.62778
Guatemala,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Lower middle income,67.99658
Guatemala,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Lower middle income,83.34284
Guatemala,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Lower middle income,91.94237
Guatemala,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Lower middle income,95.46641
Guinea,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,12.19195
Guinea,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,36.78979
Guinea,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,2.32445
Guinea,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,15.46078
Guinea,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,9.50391
Guinea,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,39.04739
Guinea,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,21.79673
Guinea,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,37.56715
Guinea-Bissau,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,30.76851
Guinea-Bissau,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,62.15797
Guinea-Bissau,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,2.87105
Guinea-Bissau,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,37.6826
Guinea-Bissau,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,23.00579
Guinea-Bissau,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,58.89319
Guinea-Bissau,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,49.75632
Guinea-Bissau,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,71.25033
Guyana,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Lower middle income,85.03461
Guyana,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Lower middle income,86.31438
Guyana,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Lower middle income,46.82116
Guyana,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Lower middle income,53.84911
Guyana,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Lower middle income,85.554
Guyana,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Lower middle income,85.83026
Guyana,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Lower middle income,97.03701
Guyana,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Lower middle income,96.33186
Haiti,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Low income,44.59945
Haiti,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Low income,53.35505
Haiti,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Low income,5.1673
Haiti,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Low income,12.68022
Haiti,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Low income,36.06354
Haiti,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Low income,46.53894
Haiti,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Low income,70.48078
Haiti,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Low income,74.36741
Honduras,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Lower middle income,84.72503
Honduras,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Lower middle income,84.78901
Honduras,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Lower middle income,49.69088
Honduras,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Lower middle income,53.67671
Honduras,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Lower middle income,84.23111
Honduras,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Lower middle income,83.56486
Honduras,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Lower middle income,95.8775
Honduras,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Lower middle income,94.44801
"Hong Kong SAR, China","Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: nonOECD,
"Hong Kong SAR, China","Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: nonOECD,
Hungary,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,
Hungary,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,
Hungary,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,
Hungary,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,
Hungary,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,
Hungary,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,
Hungary,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,
Hungary,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Upper middle income,
Iceland,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Iceland,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Iceland,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Iceland,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Iceland,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Iceland,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Iceland,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Iceland,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
India,"Adult literacy rate, population 15+ years, female (%)",South Asia,Lower middle income,59.27732
India,"Adult literacy rate, population 15+ years, male (%)",South Asia,Lower middle income,78.87723
India,"Elderly literacy rate, population 65+ years, female (%)",South Asia,Lower middle income,26.69628
India,"Elderly literacy rate, population 65+ years, male (%)",South Asia,Lower middle income,57.17637
India,"Literacy rate, population 25-64 years, female (%)",South Asia,Lower middle income,53.99607
India,"Literacy rate, population 25-64 years, male (%)",South Asia,Lower middle income,76.47395
India,"Youth literacy rate, population 15-24 years, female (%)",South Asia,Lower middle income,81.84981
India,"Youth literacy rate, population 15-24 years, male (%)",South Asia,Lower middle income,90.04483
Indonesia,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Lower middle income,90.0687
